uf;anomes;valor;regiao
Acre;201001;2491042.33;Norte
Amazonas;201001;9419460.86;Norte
Roraima;201001;1437340.8;Norte
Pará;201001;25841889.7;Norte
Amapá;201001;1849157.17;Norte
Tocantins;201001;6411312.84;Norte
Maranhão;201001;18906152.18;Nordeste
Piauí;201001;13377545.88;Nordeste
Ceará;201001;31949416.2;Nordeste
Rio Grande do Norte;201001;12942505.99;Nordeste
Paraíba;201001;15667869.73;Nordeste
Pernambuco;201001;35052507.08;Nordeste
Alagoas;201001;11867279.43;Nordeste
Sergipe;201001;5891195.29;Nordeste
Bahia;201001;49529112.74;Nordeste
Minas Gerais;201001;99017646.65;Sudeste
Espírito Santo;201001;15195270.91;Sudeste
Rio de Janeiro;201001;47245572.1;Sudeste
São Paulo;201001;214565774.66;Sudeste
Paraná;201001;65492818.75;Sul
Santa Catarina;201001;35965111.2;Sul
Rio Grande do Sul;201001;66304168.5;Sul
Mato Grosso do Sul;201001;12148432.58;Centro-Oeste
Mato Grosso;201001;12364760.67;Centro-Oeste
Goiás;201001;23352380.22;Centro-Oeste
Distrito Federal;201001;14152357.41;Centro-Oeste
Rondônia;201002;3623015.58;Norte
Acre;201002;1954473.9;Norte
Amazonas;201002;8680178.57;Norte
Roraima;201002;1332094.01;Norte
Pará;201002;26527192.33;Norte
Amapá;201002;1605246.04;Norte
Tocantins;201002;6403262.51;Norte
Maranhão;201002;17540838.45;Nordeste
Piauí;201002;12026087.81;Nordeste
Ceará;201002;33250426.39;Nordeste
Rio Grande do Norte;201002;12272024.78;Nordeste
Paraíba;201002;14904848.47;Nordeste
Pernambuco;201002;32870997.66;Nordeste
Alagoas;201002;10207108.49;Nordeste
Sergipe;201002;5110036.54;Nordeste
Bahia;201002;47153215.38;Nordeste
Minas Gerais;201002;91519360.96;Sudeste
Espírito Santo;201002;14089292.07;Sudeste
Rio de Janeiro;201002;50655914.79;Sudeste
São Paulo;201002;203116173.19;Sudeste
Paraná;201002;62237724.45;Sul
Santa Catarina;201002;30499828.8;Sul
Rio Grande do Sul;201002;61527419.52;Sul
Mato Grosso do Sul;201002;11270972.8;Centro-Oeste
Mato Grosso;201002;11382133.07;Centro-Oeste
Goiás;201002;23520045.07;Centro-Oeste
Distrito Federal;201002;12797956.47;Centro-Oeste
Rondônia;201003;3890461.9;Norte
Acre;201003;2389996.38;Norte
Amazonas;201003;9168055.41;Norte
Roraima;201003;1900513.75;Norte
Pará;201003;27433129.31;Norte
Amapá;201003;1525752.37;Norte
Tocantins;201003;6698840.55;Norte
Maranhão;201003;19741933.29;Nordeste
Piauí;201003;13110928.87;Nordeste
Ceará;201003;35653267.77;Nordeste
Rio Grande do Norte;201003;13763300.23;Nordeste
Paraíba;201003;16216133.65;Nordeste
Pernambuco;201003;36490461.92;Nordeste
Alagoas;201003;11653866.56;Nordeste
Sergipe;201003;5573525.84;Nordeste
Bahia;201003;53611971.89;Nordeste
Minas Gerais;201003;101602091.09;Sudeste
Espírito Santo;201003;14860459.56;Sudeste
Rio de Janeiro;201003;56116554.62;Sudeste
São Paulo;201003;227248380.06;Sudeste
Paraná;201003;70702537.78;Sul
Santa Catarina;201003;35106629.49;Sul
Rio Grande do Sul;201003;62490522.38;Sul
Mato Grosso do Sul;201003;11947693.5;Centro-Oeste
Mato Grosso;201003;11947040.32;Centro-Oeste
Goiás;201003;25369725.89;Centro-Oeste
Distrito Federal;201003;14766108.89;Centro-Oeste
Rondônia;201004;4193533.87;Norte
Acre;201004;2654878.6;Norte
Amazonas;201004;9897901.8;Norte
Roraima;201004;1933875.49;Norte
Pará;201004;25753868.16;Norte
Amapá;201004;1572809.36;Norte
Tocantins;201004;6905354.41;Norte
Maranhão;201004;19445208.55;Nordeste
Piauí;201004;13027827.92;Nordeste
Ceará;201004;35280277.67;Nordeste
Rio Grande do Norte;201004;13693244.07;Nordeste
Paraíba;201004;16257606.55;Nordeste
Pernambuco;201004;39185802.19;Nordeste
Alagoas;201004;13088703.56;Nordeste
Sergipe;201004;7526762.19;Nordeste
Bahia;201004;54059176.28;Nordeste
Minas Gerais;201004;102020854.18;Sudeste
Espírito Santo;201004;14590678.01;Sudeste
Rio de Janeiro;201004;52070900.49;Sudeste
São Paulo;201004;231543598.66;Sudeste
Paraná;201004;70374693.61;Sul
Santa Catarina;201004;38016215.79;Sul
Rio Grande do Sul;201004;66814413.4;Sul
Mato Grosso do Sul;201004;11435565.54;Centro-Oeste
Mato Grosso;201004;12233217.84;Centro-Oeste
Goiás;201004;24404417.42;Centro-Oeste
Distrito Federal;201004;14251503.37;Centro-Oeste
Rondônia;201005;4534400.67;Norte
Acre;201005;2844085.21;Norte
Amazonas;201005;9651362.37;Norte
Roraima;201005;1773958.29;Norte
Pará;201005;27515463.84;Norte
Amapá;201005;1653304.86;Norte
Tocantins;201005;6864576.47;Norte
Maranhão;201005;20174079.39;Nordeste
Piauí;201005;13209892.57;Nordeste
Ceará;201005;35760071.81;Nordeste
Rio Grande do Norte;201005;13975281.25;Nordeste
Paraíba;201005;16337751.46;Nordeste
Pernambuco;201005;39388462.04;Nordeste
Alagoas;201005;12218895.41;Nordeste
Sergipe;201005;8000159.57;Nordeste
Bahia;201005;51822435.06;Nordeste
Minas Gerais;201005;103346519.08;Sudeste
Espírito Santo;201005;15551855.16;Sudeste
Rio de Janeiro;201005;59396969.31;Sudeste
São Paulo;201005;230188803.42;Sudeste
Paraná;201005;72058180.69;Sul
Santa Catarina;201005;36075962.56;Sul
Rio Grande do Sul;201005;67900518.35;Sul
Mato Grosso do Sul;201005;12392541.52;Centro-Oeste
Mato Grosso;201005;12656421.09;Centro-Oeste
Goiás;201005;24987745.86;Centro-Oeste
Distrito Federal;201005;13992321.87;Centro-Oeste
Rondônia;201006;4451208.03;Norte
Acre;201006;2336207.19;Norte
Amazonas;201006;10854599.47;Norte
Roraima;201006;1804729.73;Norte
Pará;201006;26934203.47;Norte
Amapá;201006;1685303.78;Norte
Tocantins;201006;6876811.94;Norte
Maranhão;201006;20368446.35;Nordeste
Piauí;201006;12463347.78;Nordeste
Ceará;201006;35224241.72;Nordeste
Rio Grande do Norte;201006;12960918.44;Nordeste
Paraíba;201006;16092332.67;Nordeste
Pernambuco;201006;38249606.84;Nordeste
Alagoas;201006;11290459.2;Nordeste
Sergipe;201006;5730613.66;Nordeste
Bahia;201006;48193723.43;Nordeste
Minas Gerais;201006;102489257.42;Sudeste
Espírito Santo;201006;15094272.62;Sudeste
Rio de Janeiro;201006;56866124.2;Sudeste
São Paulo;201006;226021072.14;Sudeste
Paraná;201006;71935547.82;Sul
Santa Catarina;201006;36549557.8;Sul
Rio Grande do Sul;201006;64799726.75;Sul
Mato Grosso do Sul;201006;12441459.98;Centro-Oeste
Mato Grosso;201006;11263407.74;Centro-Oeste
Goiás;201006;24954391.09;Centro-Oeste
Distrito Federal;201006;13029712.13;Centro-Oeste
Rondônia;201007;4874592.78;Norte
Acre;201007;2125143.06;Norte
Amazonas;201007;10417122.89;Norte
Roraima;201007;1846639.32;Norte
Pará;201007;26668195.02;Norte
Amapá;201007;1773604.15;Norte
Tocantins;201007;6732224.34;Norte
Maranhão;201007;20361636.95;Nordeste
Piauí;201007;12218924.47;Nordeste
Ceará;201007;33677543.24;Nordeste
Rio Grande do Norte;201007;13077509.32;Nordeste
Paraíba;201007;16902253.36;Nordeste
Pernambuco;201007;36955723.87;Nordeste
Alagoas;201007;12842411.57;Nordeste
Sergipe;201007;7086244.47;Nordeste
Bahia;201007;52055936.39;Nordeste
Minas Gerais;201007;104427655.72;Sudeste
Espírito Santo;201007;15891427.56;Sudeste
Rio de Janeiro;201007;59807297.1;Sudeste
São Paulo;201007;229662643.34;Sudeste
Paraná;201007;72371869.39;Sul
Santa Catarina;201007;37410644.46;Sul
Rio Grande do Sul;201007;68518232.07;Sul
Mato Grosso do Sul;201007;12025317.84;Centro-Oeste
Mato Grosso;201007;12795267.96;Centro-Oeste
Goiás;201007;25711601.13;Centro-Oeste
Distrito Federal;201007;13731431.47;Centro-Oeste
Rondônia;201008;4460802.38;Norte
Acre;201008;2430293.67;Norte
Amazonas;201008;8718347.13;Norte
Roraima;201008;1643518.23;Norte
Pará;201008;26606749.81;Norte
Amapá;201008;1662522.64;Norte
Tocantins;201008;7110923.0;Norte
Maranhão;201008;20566710.4;Nordeste
Piauí;201008;12104581.53;Nordeste
Ceará;201008;36365864.28;Nordeste
Rio Grande do Norte;201008;14081550.96;Nordeste
Paraíba;201008;16841142.04;Nordeste
Pernambuco;201008;40351864.49;Nordeste
Alagoas;201008;12085466.59;Nordeste
Sergipe;201008;7423825.48;Nordeste
Bahia;201008;55169480.09;Nordeste
Minas Gerais;201008;104334532.58;Sudeste
Espírito Santo;201008;15427295.84;Sudeste
Rio de Janeiro;201008;60274646.13;Sudeste
São Paulo;201008;234530618.12;Sudeste
Paraná;201008;74708055.69;Sul
Santa Catarina;201008;39238540.97;Sul
Rio Grande do Sul;201008;68731297.03;Sul
Mato Grosso do Sul;201008;12353546.78;Centro-Oeste
Mato Grosso;201008;12805173.87;Centro-Oeste
Goiás;201008;27198788.35;Centro-Oeste
Distrito Federal;201008;14492891.9;Centro-Oeste
Rondônia;201009;5067886.24;Norte
Acre;201009;2377738.44;Norte
Amazonas;201009;8221592.12;Norte
Roraima;201009;1843163.29;Norte
Pará;201009;27226660.53;Norte
Amapá;201009;1811346.65;Norte
Tocantins;201009;6644145.62;Norte
Maranhão;201009;19061901.55;Nordeste
Piauí;201009;11794304.49;Nordeste
Ceará;201009;34901701.12;Nordeste
Rio Grande do Norte;201009;13930180.98;Nordeste
Paraíba;201009;15852904.31;Nordeste
Pernambuco;201009;37229907.82;Nordeste
Alagoas;201009;12138067.36;Nordeste
Sergipe;201009;6824254.36;Nordeste
Bahia;201009;51149469.04;Nordeste
Minas Gerais;201009;102057421.34;Sudeste
Espírito Santo;201009;16004656.88;Sudeste
Rio de Janeiro;201009;56849693.5;Sudeste
São Paulo;201009;233453453.42;Sudeste
Paraná;201009;72785908.9;Sul
Santa Catarina;201009;38081890.14;Sul
Rio Grande do Sul;201009;66174969.16;Sul
Mato Grosso do Sul;201009;12381792.58;Centro-Oeste
Mato Grosso;201009;12171713.91;Centro-Oeste
Goiás;201009;26672124.45;Centro-Oeste
Distrito Federal;201009;13708967.72;Centro-Oeste
Rondônia;201010;4511092.85;Norte
Acre;201010;2184746.84;Norte
Amazonas;201010;9613977.03;Norte
Roraima;201010;1807885.17;Norte
Pará;201010;27185706.84;Norte
Amapá;201010;1654294.56;Norte
Tocantins;201010;6861920.56;Norte
Maranhão;201010;20690798.08;Nordeste
Piauí;201010;11740569.52;Nordeste
Ceará;201010;32267756.89;Nordeste
Rio Grande do Norte;201010;13010354.42;Nordeste
Paraíba;201010;15585573.68;Nordeste
Pernambuco;201010;40700808.63;Nordeste
Alagoas;201010;11614892.98;Nordeste
Sergipe;201010;6379269.17;Nordeste
Bahia;201010;52998868.51;Nordeste
Minas Gerais;201010;102296496.62;Sudeste
Espírito Santo;201010;16310380.44;Sudeste
Rio de Janeiro;201010;56972506.41;Sudeste
São Paulo;201010;221127119.42;Sudeste
Paraná;201010;72851750.47;Sul
Santa Catarina;201010;38789877.44;Sul
Rio Grande do Sul;201010;66891309.48;Sul
Mato Grosso do Sul;201010;12340247.31;Centro-Oeste
Mato Grosso;201010;11961452.83;Centro-Oeste
Goiás;201010;24964871.71;Centro-Oeste
Distrito Federal;201010;13154297.48;Centro-Oeste
Rondônia;201011;4394680.5;Norte
Acre;201011;2468452.9;Norte
Amazonas;201011;9927574.41;Norte
Roraima;201011;1674871.65;Norte
Pará;201011;27019994.9;Norte
Amapá;201011;1958555.54;Norte
Tocantins;201011;6553013.61;Norte
Maranhão;201011;21028915.8;Nordeste
Piauí;201011;12372469.69;Nordeste
Ceará;201011;34415020.82;Nordeste
Rio Grande do Norte;201011;12796805.21;Nordeste
Paraíba;201011;15383927.63;Nordeste
Pernambuco;201011;41625911.29;Nordeste
Alagoas;201011;12115995.59;Nordeste
Sergipe;201011;7250384.04;Nordeste
Bahia;201011;51110199.55;Nordeste
Minas Gerais;201011;104624739.27;Sudeste
Espírito Santo;201011;15484092.44;Sudeste
Rio de Janeiro;201011;56226392.98;Sudeste
São Paulo;201011;239790045.49;Sudeste
Paraná;201011;75595725.52;Sul
Santa Catarina;201011;39827583.98;Sul
Rio Grande do Sul;201011;67456434.73;Sul
Mato Grosso do Sul;201011;12467693.91;Centro-Oeste
Mato Grosso;201011;11777799.0;Centro-Oeste
Goiás;201011;25671135.81;Centro-Oeste
Distrito Federal;201011;14017191.9;Centro-Oeste
Rondônia;201012;4098741.8;Norte
Acre;201012;2516284.54;Norte
Amazonas;201012;9470661.21;Norte
Roraima;201012;1250999.28;Norte
Pará;201012;26036033.25;Norte
Amapá;201012;1984579.56;Norte
Tocantins;201012;6450647.82;Norte
Maranhão;201012;19417889.95;Nordeste
Piauí;201012;11421766.77;Nordeste
Ceará;201012;33249126.78;Nordeste
Rio Grande do Norte;201012;13667927.81;Nordeste
Paraíba;201012;15669807.38;Nordeste
Pernambuco;201012;39731003.01;Nordeste
Alagoas;201012;11714057.19;Nordeste
Sergipe;201012;5724769.61;Nordeste
Bahia;201012;49797380.31;Nordeste
Minas Gerais;201012;106029536.34;Sudeste
Espírito Santo;201012;16640338.44;Sudeste
Rio de Janeiro;201012;55766722.97;Sudeste
São Paulo;201012;236929144.68;Sudeste
Paraná;201012;74366096.98;Sul
Santa Catarina;201012;38814557.5;Sul
Rio Grande do Sul;201012;67096302.52;Sul
Mato Grosso do Sul;201012;12356930.32;Centro-Oeste
Mato Grosso;201012;11142684.27;Centro-Oeste
Goiás;201012;25260713.05;Centro-Oeste
Distrito Federal;201012;13892860.69;Centro-Oeste
Rondônia;201101;4411499.48;Norte
Acre;201101;3051370.08;Norte
Amazonas;201101;9736750.91;Norte
Roraima;201101;1257275.43;Norte
Pará;201101;27913374.4;Norte
Amapá;201101;1928716.67;Norte
Tocantins;201101;6695049.17;Norte
Maranhão;201101;20078774.98;Nordeste
Piauí;201101;11954750.85;Nordeste
Ceará;201101;34083768.13;Nordeste
Rio Grande do Norte;201101;13356719.54;Nordeste
Paraíba;201101;15091719.5;Nordeste
Pernambuco;201101;38314655.92;Nordeste
Alagoas;201101;12011224.69;Nordeste
Sergipe;201101;7159572.71;Nordeste
Bahia;201101;50762560.42;Nordeste
Minas Gerais;201101;102848906.27;Sudeste
Espírito Santo;201101;16133664.94;Sudeste
Rio de Janeiro;201101;54468513.71;Sudeste
São Paulo;201101;227533337.27;Sudeste
Paraná;201101;75110313.47;Sul
Santa Catarina;201101;36415863.91;Sul
Rio Grande do Sul;201101;60754144.32;Sul
Mato Grosso do Sul;201101;11209008.55;Centro-Oeste
Mato Grosso;201101;11709080.86;Centro-Oeste
Goiás;201101;25171493.79;Centro-Oeste
Distrito Federal;201101;13685193.15;Centro-Oeste
Rondônia;201102;3868617.95;Norte
Acre;201102;2629104.42;Norte
Amazonas;201102;8745259.8;Norte
Roraima;201102;1171045.72;Norte
Pará;201102;26771060.28;Norte
Amapá;201102;1725458.5;Norte
Tocantins;201102;6735950.07;Norte
Maranhão;201102;20448952.89;Nordeste
Piauí;201102;11219584.72;Nordeste
Ceará;201102;34657124.63;Nordeste
Rio Grande do Norte;201102;13551289.9;Nordeste
Paraíba;201102;15326392.08;Nordeste
Pernambuco;201102;38704974.94;Nordeste
Alagoas;201102;11918819.26;Nordeste
Sergipe;201102;5757338.71;Nordeste
Bahia;201102;49506095.15;Nordeste
Minas Gerais;201102;103097090.32;Sudeste
Espírito Santo;201102;15161413.45;Sudeste
Rio de Janeiro;201102;54490908.51;Sudeste
São Paulo;201102;231062206.94;Sudeste
Paraná;201102;72128616.95;Sul
Santa Catarina;201102;36721508.61;Sul
Rio Grande do Sul;201102;58884339.85;Sul
Mato Grosso do Sul;201102;9656677.02;Centro-Oeste
Mato Grosso;201102;11149107.81;Centro-Oeste
Goiás;201102;26401745.02;Centro-Oeste
Distrito Federal;201102;12596227.92;Centro-Oeste
Rondônia;201103;4298702.78;Norte
Acre;201103;2485451.79;Norte
Amazonas;201103;9380112.36;Norte
Roraima;201103;1389668.67;Norte
Pará;201103;27060396.38;Norte
Amapá;201103;1703040.74;Norte
Tocantins;201103;7285116.46;Norte
Maranhão;201103;20679514.26;Nordeste
Piauí;201103;13070767.19;Nordeste
Ceará;201103;34921321.39;Nordeste
Rio Grande do Norte;201103;14108465.83;Nordeste
Paraíba;201103;15906613.12;Nordeste
Pernambuco;201103;38270479.93;Nordeste
Alagoas;201103;10780789.12;Nordeste
Sergipe;201103;7038966.36;Nordeste
Bahia;201103;53676261.91;Nordeste
Minas Gerais;201103;107148899.31;Sudeste
Espírito Santo;201103;17382070.61;Sudeste
Rio de Janeiro;201103;57189879.36;Sudeste
São Paulo;201103;241947462.16;Sudeste
Paraná;201103;73759982.82;Sul
Santa Catarina;201103;37996132.34;Sul
Rio Grande do Sul;201103;66205364.4;Sul
Mato Grosso do Sul;201103;13698836.79;Centro-Oeste
Mato Grosso;201103;12381255.67;Centro-Oeste
Goiás;201103;29060487.72;Centro-Oeste
Distrito Federal;201103;13776613.55;Centro-Oeste
Rondônia;201104;5062171.26;Norte
Acre;201104;2685361.47;Norte
Amazonas;201104;10179342.29;Norte
Roraima;201104;1344865.94;Norte
Pará;201104;27868879.78;Norte
Amapá;201104;1849254.15;Norte
Tocantins;201104;7077600.27;Norte
Maranhão;201104;21210956.43;Nordeste
Piauí;201104;13143485.15;Nordeste
Ceará;201104;35289057.05;Nordeste
Rio Grande do Norte;201104;13871428.09;Nordeste
Paraíba;201104;15346420.06;Nordeste
Pernambuco;201104;43296812.53;Nordeste
Alagoas;201104;12947105.72;Nordeste
Sergipe;201104;6678909.21;Nordeste
Bahia;201104;56230829.44;Nordeste
Minas Gerais;201104;109395956.79;Sudeste
Espírito Santo;201104;16934270.53;Sudeste
Rio de Janeiro;201104;57530534.48;Sudeste
São Paulo;201104;236443416.78;Sudeste
Paraná;201104;76599030.33;Sul
Santa Catarina;201104;38421644.32;Sul
Rio Grande do Sul;201104;61549863.09;Sul
Mato Grosso do Sul;201104;12737864.7;Centro-Oeste
Mato Grosso;201104;12391024.3;Centro-Oeste
Goiás;201104;28091235.29;Centro-Oeste
Distrito Federal;201104;16345138.08;Centro-Oeste
Rondônia;201105;4769347.86;Norte
Acre;201105;2723636.56;Norte
Amazonas;201105;11061892.22;Norte
Roraima;201105;1067658.62;Norte
Pará;201105;25307476.19;Norte
Amapá;201105;1877764.7;Norte
Tocantins;201105;7276517.85;Norte
Maranhão;201105;20711362.63;Nordeste
Piauí;201105;12889360.42;Nordeste
Ceará;201105;31312651.43;Nordeste
Rio Grande do Norte;201105;14155263.87;Nordeste
Paraíba;201105;15530835.49;Nordeste
Pernambuco;201105;43379503.12;Nordeste
Alagoas;201105;12951346.5;Nordeste
Sergipe;201105;6444423.8;Nordeste
Bahia;201105;51277301.85;Nordeste
Minas Gerais;201105;110963598.17;Sudeste
Espírito Santo;201105;17758849.96;Sudeste
Rio de Janeiro;201105;59415082.81;Sudeste
São Paulo;201105;244464657.96;Sudeste
Paraná;201105;75660652.68;Sul
Santa Catarina;201105;42835662.88;Sul
Rio Grande do Sul;201105;67005564.2;Sul
Mato Grosso do Sul;201105;12738474.58;Centro-Oeste
Mato Grosso;201105;11574707.66;Centro-Oeste
Goiás;201105;27756627.95;Centro-Oeste
Distrito Federal;201105;16087910.83;Centro-Oeste
Rondônia;201106;4578105.6;Norte
Acre;201106;2703465.22;Norte
Amazonas;201106;10211426.03;Norte
Roraima;201106;1263672.05;Norte
Pará;201106;28343034.68;Norte
Amapá;201106;1824413.77;Norte
Tocantins;201106;7204515.82;Norte
Maranhão;201106;20133585.72;Nordeste
Piauí;201106;12033508.93;Nordeste
Ceará;201106;34958166.98;Nordeste
Rio Grande do Norte;201106;14213672.9;Nordeste
Paraíba;201106;14633766.02;Nordeste
Pernambuco;201106;42374590.03;Nordeste
Alagoas;201106;12295219.31;Nordeste
Sergipe;201106;5743888.41;Nordeste
Bahia;201106;52554007.19;Nordeste
Minas Gerais;201106;108798032.84;Sudeste
Espírito Santo;201106;17172311.8;Sudeste
Rio de Janeiro;201106;57500360.18;Sudeste
São Paulo;201106;234179405.3;Sudeste
Paraná;201106;77258175.98;Sul
Santa Catarina;201106;41189032.41;Sul
Rio Grande do Sul;201106;72791411.49;Sul
Mato Grosso do Sul;201106;12633049.75;Centro-Oeste
Mato Grosso;201106;11449818.18;Centro-Oeste
Goiás;201106;26664943.44;Centro-Oeste
Distrito Federal;201106;13972734.93;Centro-Oeste
Rondônia;201107;4477870.09;Norte
Acre;201107;3136180.38;Norte
Amazonas;201107;12123214.39;Norte
Roraima;201107;1332059.9;Norte
Pará;201107;24565538.49;Norte
Amapá;201107;1958748.33;Norte
Tocantins;201107;7111068.57;Norte
Maranhão;201107;20093760.87;Nordeste
Piauí;201107;12727802.04;Nordeste
Ceará;201107;35600653.57;Nordeste
Rio Grande do Norte;201107;14705320.9;Nordeste
Paraíba;201107;15698533.59;Nordeste
Pernambuco;201107;44089917.21;Nordeste
Alagoas;201107;13134894.81;Nordeste
Sergipe;201107;6838013.1;Nordeste
Bahia;201107;57665345.91;Nordeste
Minas Gerais;201107;116882816.72;Sudeste
Espírito Santo;201107;17380509.2;Sudeste
Rio de Janeiro;201107;58719374.31;Sudeste
São Paulo;201107;250900143.56;Sudeste
Paraná;201107;80842051.59;Sul
Santa Catarina;201107;41758217.71;Sul
Rio Grande do Sul;201107;74300861.33;Sul
Mato Grosso do Sul;201107;12559402.36;Centro-Oeste
Mato Grosso;201107;12067847.81;Centro-Oeste
Goiás;201107;27544806.74;Centro-Oeste
Distrito Federal;201107;14892283.19;Centro-Oeste
Rondônia;201108;5173453.51;Norte
Acre;201108;2779056.81;Norte
Amazonas;201108;9559769.1;Norte
Roraima;201108;1578802.72;Norte
Pará;201108;25528460.74;Norte
Amapá;201108;1648820.2;Norte
Tocantins;201108;6398846.69;Norte
Maranhão;201108;20561354.0;Nordeste
Piauí;201108;12132453.19;Nordeste
Ceará;201108;34923503.02;Nordeste
Rio Grande do Norte;201108;13632520.7;Nordeste
Paraíba;201108;15128556.76;Nordeste
Pernambuco;201108;44593739.9;Nordeste
Alagoas;201108;12903741.77;Nordeste
Sergipe;201108;7353107.85;Nordeste
Bahia;201108;55394871.04;Nordeste
Minas Gerais;201108;115819574.8;Sudeste
Espírito Santo;201108;18970124.29;Sudeste
Rio de Janeiro;201108;57725444.31;Sudeste
São Paulo;201108;245433156.23;Sudeste
Paraná;201108;80617519.85;Sul
Santa Catarina;201108;41684481.18;Sul
Rio Grande do Sul;201108;67837463.86;Sul
Mato Grosso do Sul;201108;12129099.22;Centro-Oeste
Mato Grosso;201108;9872567.6;Centro-Oeste
Goiás;201108;28147924.49;Centro-Oeste
Distrito Federal;201108;13278491.41;Centro-Oeste
Rondônia;201109;5554791.51;Norte
Acre;201109;2843787.04;Norte
Amazonas;201109;10082882.91;Norte
Roraima;201109;1680654.08;Norte
Pará;201109;28301294.35;Norte
Amapá;201109;2008607.15;Norte
Tocantins;201109;6671885.21;Norte
Maranhão;201109;20823782.57;Nordeste
Piauí;201109;12337823.57;Nordeste
Ceará;201109;34917942.75;Nordeste
Rio Grande do Norte;201109;15377328.88;Nordeste
